#           x             T        mag(U)             p           rho
         2.28       397.591       293.216       30300.5       0.26547
         2.29       397.519       293.048       30282.5      0.265352
          2.3       397.507       293.016       30279.2      0.265325
         2.31       397.546       293.131         30291      0.265394
         2.32       397.662       293.378       30317.8      0.265547
         2.33       397.775       293.591       30340.8      0.265681
         2.34       397.817       293.663       30348.3      0.265725
         2.35       397.813        293.59       30341.2      0.265671
         2.36        397.73       293.357         30316      0.265515
         2.37       397.611       293.103       30288.2      0.265348
         2.38       397.556       292.984         30276      0.265269
         2.39       397.555       293.014       30278.8      0.265289
          2.4       397.627       293.218       30300.7      0.265421
         2.41       397.762       293.502       30331.7      0.265603
         2.42        397.85       293.674       30349.8      0.265713
         2.43       397.871       293.689       30351.7      0.265719
         2.44       397.832       293.529       30334.8      0.265608
         2.45       397.707       293.233       30302.4      0.265412
         2.46       397.597       293.005       30277.9      0.265262
         2.47       397.566       292.943       30271.5       0.26522
         2.48       397.587       293.051       30282.4      0.265293
         2.49         397.7       293.333         30313      0.265478
          2.5       397.831        293.61       30343.1       0.26566
         2.51       397.882       293.724       30354.8      0.265737
         2.52       397.876       293.668       30349.6      0.265702
         2.53        397.78       293.422       30322.9      0.265543
         2.54       397.629       293.111         30289      0.265346
         2.55       397.542       292.943       30271.4      0.265239
         2.56       397.524       292.948       30271.5      0.265246
         2.57        397.58        293.15       30292.8      0.265383
         2.58       397.724       293.481       30328.8      0.265601
         2.59       397.836       293.712       30353.3      0.265751
          2.6       397.865       293.758       30358.2       0.26578
         2.61       397.831       293.603       30342.3      0.265676
         2.62       397.691       293.265       30305.3      0.265452
         2.63       397.548       292.969       30273.2      0.265257
         2.64       397.501       292.865       30262.6      0.265188
         2.65       397.517       292.962       30272.1      0.265251
         2.66       397.643       293.279       30306.6      0.265456
         2.67       397.817       293.636       30345.7      0.265687
         2.68       397.904       293.808       30363.7      0.265799
         2.69       397.915       293.776       30361.1      0.265775
          2.7       397.831       293.508       30332.6      0.265597
         2.71       397.654       293.118         30290      0.265343
         2.72       397.534       292.873       30264.1      0.265182
         2.73       397.507       292.841       30260.5      0.265162
         2.74       397.559       293.042       30281.5      0.265297
         2.75       397.727       293.438       30324.6      0.265556
         2.76       397.884       293.759       30359.2      0.265767
         2.77       397.933       293.858       30369.4      0.265832
         2.78       397.909       293.726       30356.1      0.265742
         2.79       397.759       293.348         30315      0.265495
          2.8       397.568       292.958       30272.5      0.265242
         2.81       397.486       292.786       30254.8       0.26513
         2.82       397.482       292.846       30260.2      0.265172
         2.83       397.594       293.173       30295.4      0.265389
         2.84       397.799       293.615       30343.8      0.265677
         2.85       397.925       293.874         30371      0.265846
         2.86        397.95       293.887       30372.8      0.265854
         2.87       397.875       293.623       30345.2      0.265679
         2.88       397.671       293.157       30294.4      0.265375
         2.89       397.499       292.809       30257.2      0.265148
          2.9       397.451       292.721       30247.8      0.265091
         2.91       397.487       292.902       30266.2      0.265213
         2.92       397.671       293.356       30315.6      0.265509
         2.93       397.884       293.791         30363      0.265794
         2.94       397.968       293.966         30381      0.265908
         2.95       397.963       293.871       30371.8      0.265842
         2.96       397.815       293.464       30327.8      0.265574
         2.97       397.578        292.96       30272.7      0.265245
         2.98       397.447       292.689       30244.3      0.265067
         2.99       397.426       292.696       30244.5      0.265074
            3       397.524       293.022       30278.8       0.26529
         3.01       397.764       293.561       30337.8      0.265641
         3.02       397.952       293.943       30378.8      0.265891
         3.03       398.002       294.029       30387.8      0.265946
         3.04       397.952       293.798       30364.2      0.265792
         3.05       397.731       293.264         30306      0.265443
         3.06       397.491       292.778       30253.2      0.265126
         3.07       397.403       292.595       30234.2      0.265005
         3.08       397.413       292.719       30246.1      0.265089
         3.09       397.588       293.197       30297.5      0.265403
          3.1       397.859       293.774       30360.3      0.265777
         3.11       398.004       294.077       30391.8      0.265975
         3.12       398.026       294.058       30390.5      0.265959
         3.13       397.905       293.667         30349      0.265699
         3.14       397.626       293.042       30280.7      0.265292
         3.15       397.416       292.614       30235.2      0.265013
         3.16       397.363       292.527       30226.1      0.264958
         3.17       397.427       292.806       30254.9      0.265147
         3.18        397.69       293.433       30323.5      0.265558
         3.19       397.966       293.995       30384.8      0.265926
          3.2       398.066         294.2         30406      0.266061
         3.21        398.05       294.032       30389.8      0.265946
         3.22       397.829       293.439       30325.8      0.265557
         3.23       397.502       292.755         30251      0.265112
         3.24       397.337       292.412       30215.2      0.264887
         3.25       397.313       292.454       30218.6      0.264919
         3.26       397.469       292.951       30271.1      0.265247
         3.27       397.813       293.719         30355      0.265748
         3.28       398.065       294.236         30410      0.266087
         3.29        398.13       294.333       30420.4      0.266149
          3.3       398.046       293.974       30383.5      0.265907
         3.31       397.721       293.197       30298.8      0.265398
         3.32       397.387       292.516       30225.2      0.264956
         3.33       397.271       292.272         30200      0.264795
         3.34        397.29       292.462       30218.6      0.264926
         3.35       397.547       293.152       30293.2      0.265379
         3.36       397.933       293.966       30382.2       0.26591
         3.37       398.135       294.387         30426      0.266185
         3.38       398.166       294.352       30423.6      0.266158
         3.39       397.993       293.788       30363.8      0.265783
          3.4       397.594       292.897       30266.3      0.265201
         3.41       397.296       292.288       30201.6      0.264803
         3.42        397.22       292.163       30188.3      0.264722
         3.43       397.308       292.557       30228.6      0.264987
         3.44       397.679       293.457       30326.5      0.265576
         3.45       398.078       294.282         30416      0.266116
         3.46       398.226       294.599       30448.7      0.266325
         3.47       398.207       294.389       30428.2      0.266182
         3.48       397.902       293.562       30338.8      0.265638
         3.49       397.428       292.553       30228.8      0.264981
          3.5       397.169       292.014       30172.6      0.264628
         3.51       397.127        292.03       30173.1      0.264644
         3.52       397.329       292.703         30244      0.265091
         3.53       397.831        293.83       30367.2      0.265825
         3.54       398.227       294.635       30453.6      0.266351
         3.55       398.334       294.805       30471.7       0.26646
         3.56       398.217       294.284       30418.1      0.266108
         3.57       397.736       293.132       30292.2      0.265352
         3.58        397.24       292.128       30183.2      0.264695
         3.59       397.072       291.788       30147.8      0.264471
          3.6        397.12       292.137         30182      0.264705
         3.61       397.541       293.225       30299.2      0.265415
         3.62       398.096       294.367       30423.5      0.266154
         3.63       398.334       294.826       30471.3      0.266448
         3.64       398.299       294.508       30439.8      0.266231
         3.65       397.898       293.509       30331.6      0.265583
         3.66        397.41       292.563       30228.6      0.264984
         3.67       397.235       292.231         30195      0.264776
         3.68        397.24       292.341       30206.2      0.264855
         3.69       397.418       292.844       30260.5      0.265188
          3.7       397.769       293.627       30345.8      0.265697
         3.71       398.056       294.249       30411.5      0.266101
         3.72        398.16       294.342       30422.9      0.266151
         3.73       397.959       293.663       30350.8      0.265692
         3.74       397.538       292.815       30257.2      0.265154
         3.75       397.393       292.961       30268.6      0.265284
         3.76       397.823       293.963       30376.9      0.265923
         3.77       398.231       293.871       30383.5       0.26578
         3.78       397.355       291.373       30117.7      0.264125
         3.79       396.041       290.075         29944      0.263428
          3.8       397.363       295.405       30509.3      0.267122
         3.81       400.905       301.872       31246.3      0.271147
         3.82       401.083       294.265       30513.8      0.265588
         3.83        392.76       274.947         28505      0.253564
         3.84        385.72       277.414       28430.7      0.256252
         3.85       401.055       320.756       33370.3      0.286733
         3.86       424.541       344.712       36639.6      0.299379
         3.87       397.229       245.459       27020.5      0.236608
         3.88        325.48         89.87       14581.2      0.159124
         3.89       284.345       14.9251       10608.2       0.13056
          3.9       279.362       1.77562         10071      0.125642
         3.91       278.815      0.199813         10008      0.125038
         3.92       278.754     0.0224792       10000.9      0.124969
         3.93       278.747    0.00252711       10000.1      0.124962
         3.94       278.746   0.000283849         10000      0.124961
         3.95       278.746   3.18857e-05         10000      0.124961
         3.96       278.746   3.58199e-06         10000      0.124961
         3.97       278.746   4.02369e-07         10000      0.124961
         3.98       278.746   4.51967e-08         10000      0.124961
         3.99       278.746   5.07649e-09         10000      0.124961
            4       278.746   5.69958e-10         10000      0.124961
         4.01       278.746   6.40507e-11         10000      0.124961
         4.02       278.746   7.21094e-12         10000      0.124961
         4.03       278.746   7.98789e-13         10000      0.124961
         4.04       278.746    6.5504e-14         10000      0.124961
         4.05       278.746   1.81956e-15         10000      0.124961
         4.06       278.746   3.63912e-15         10000      0.124961
         4.07       278.746   1.81956e-15         10000      0.124961
         4.08       278.746             0         10000      0.124961
         4.09       278.746             0         10000      0.124961
          4.1       278.746             0         10000      0.124961
         4.11       278.746             0         10000      0.124961
         4.12       278.746             0         10000      0.124961
         4.13       278.746             0         10000      0.124961
         4.14       278.746             0         10000      0.124961
         4.15       278.746             0         10000      0.124961
         4.16       278.746   4.93716e-87         10000      0.124961
         4.17       278.746   2.05895e-43         10000      0.124961
         4.18       278.746   1.81956e-15         10000      0.124961
         4.19       278.746   3.63912e-15         10000      0.124961
          4.2       278.746   1.81956e-15         10000      0.124961
         4.21       278.746   3.44537e-44         10000      0.124961
         4.22       278.746   1.38248e-88         10000      0.124961
         4.23       278.746             0         10000      0.124961
         4.24       278.746             0         10000      0.124961
         4.25       278.746   2.93704e-92         10000      0.124961
         4.26       278.746   5.02185e-46         10000      0.124961
         4.27       278.746   1.81956e-15         10000      0.124961
         4.28       278.746   3.63912e-15         10000      0.124961
         4.29       278.746   1.81956e-15         10000      0.124961
          4.3       278.746             0         10000      0.124961
         4.31       278.746             0         10000      0.124961
         4.32       278.746             0         10000      0.124961
         4.33       278.746             0         10000      0.124961
         4.34       278.746             0         10000      0.124961
         4.35       278.746             0         10000      0.124961
         4.36       278.746             0         10000      0.124961
         4.37       278.746             0         10000      0.124961
         4.38       278.746             0         10000      0.124961
         4.39       278.746             0         10000      0.124961
          4.4       278.746             0         10000      0.124961
         4.41       278.746   4.93716e-87         10000      0.124961
         4.42       278.746   2.05895e-43         10000      0.124961
         4.43       278.746   1.81956e-15         10000      0.124961
         4.44       278.746   3.63912e-15         10000      0.124961
         4.45       278.746   1.81956e-15         10000      0.124961
         4.46       278.746   3.44537e-44         10000      0.124961
         4.47       278.746   1.38248e-88         10000      0.124961
         4.48       278.746             0         10000      0.124961
         4.49       278.746             0         10000      0.124961
          4.5       278.746   2.93704e-92         10000      0.124961
         4.51       278.746   5.02185e-46         10000      0.124961
         4.52       278.746   1.81956e-15         10000      0.124961
         4.53       278.746   3.63912e-15         10000      0.124961
         4.54       278.746   1.81956e-15         10000      0.124961
         4.55       278.746             0         10000      0.124961
         4.56       278.746             0         10000      0.124961
         4.57       278.746             0         10000      0.124961
         4.58       278.746             0         10000      0.124961
         4.59       278.746             0         10000      0.124961
          4.6       278.746             0         10000      0.124961
         4.61       278.746             0         10000      0.124961
         4.62       278.746             0         10000      0.124961
         4.63       278.746             0         10000      0.124961
         4.64       278.746             0         10000      0.124961
         4.65       278.746             0         10000      0.124961
         4.66       278.746   4.93716e-87         10000      0.124961
         4.67       278.746   2.05895e-43         10000      0.124961
         4.68       278.746   1.81956e-15         10000      0.124961
         4.69       278.746   3.63912e-15         10000      0.124961
          4.7       278.746   1.81956e-15         10000      0.124961
         4.71       278.746   3.44537e-44         10000      0.124961
         4.72       278.746   1.38248e-88         10000      0.124961
         4.73       278.746             0         10000      0.124961
         4.74       278.746             0         10000      0.124961
         4.75       278.746   2.93704e-92         10000      0.124961
         4.76       278.746   5.02185e-46         10000      0.124961
         4.77       278.746   1.81956e-15         10000      0.124961
         4.78       278.746   3.63912e-15         10000      0.124961
         4.79       278.746   1.81956e-15         10000      0.124961
          4.8       278.746             0         10000      0.124961
         4.81       278.746             0         10000      0.124961
         4.82       278.746             0         10000      0.124961
         4.83       278.746             0         10000      0.124961
         4.84       278.746             0         10000      0.124961
         4.85       278.746             0         10000      0.124961
         4.86       278.746             0         10000      0.124961
         4.87       278.746             0         10000      0.124961
         4.88       278.746             0         10000      0.124961
         4.89       278.746             0         10000      0.124961
          4.9       278.746             0         10000      0.124961
         4.91       278.746   4.93716e-87         10000      0.124961
         4.92       278.746   2.05895e-43         10000      0.124961
         4.93       278.746   1.81956e-15         10000      0.124961
         4.94       278.746   3.63912e-15         10000      0.124961
         4.95       278.746   1.81956e-15         10000      0.124961
         4.96       278.746   3.44537e-44         10000      0.124961
         4.97       278.746   1.38248e-88         10000      0.124961
         4.98       278.746             0         10000      0.124961
         4.99       278.746             0         10000      0.124961
